t_ms,ax,ay,az,gx,gy,gz
274736,-0.010009765625,-0.0155029296875,0.99853515625,2.0751953125,2.13623046875,3.0517578125
274744,-0.007568359375,-0.01953125,0.993896484375,1.77001953125,2.01416015625,2.99072265625
274753,-0.01025390625,-0.0177001953125,0.9998779296875,1.953125,2.01416015625,2.86865234375
274762,-0.0098876953125,-0.018310546875,0.9989013671875,1.89208984375,2.01416015625,2.685546875
274770,-0.0120849609375,-0.01708984375,1.0010986328125,1.708984375,2.0751953125,2.74658203125
274778,-0.009765625,-0.017822265625,0.9967041015625,1.953125,2.01416015625,2.9296875
274787,-0.0118408203125,-0.0166015625,0.9991455078125,1.953125,2.0751953125,2.86865234375
274795,-0.0084228515625,-0.0203857421875,0.99169921875,1.77001953125,2.25830078125,2.86865234375
274804,-0.0115966796875,-0.01806640625,0.9989013671875,1.77001953125,2.13623046875,2.8076171875
274813,-0.0079345703125,-0.0179443359375,0.99951171875,1.708984375,2.13623046875,2.74658203125
274821,-0.009765625,-0.0140380859375,1.0001220703125,1.77001953125,2.01416015625,2.74658203125
274830,-0.0086669921875,-0.0140380859375,0.9967041015625,1.77001953125,2.0751953125,2.9296875
274838,-0.0113525390625,-0.0130615234375,0.9971923828125,1.89208984375,2.01416015625,2.9296875
274847,-0.01171875,-0.0137939453125,0.9984130859375,1.8310546875,2.197265625,2.685546875
274855,-0.0111083984375,-0.0145263671875,0.9998779296875,1.5869140625,2.197265625,2.86865234375
274864,-0.01123046875,-0.01416015625,1.0003662109375,1.64794921875,2.197265625,2.99072265625
274874,-0.010009765625,-0.0146484375,0.9986572265625,1.77001953125,2.25830078125,2.9296875
274881,-0.00830078125,-0.01513671875,1.000244140625,1.77001953125,2.25830078125,2.99072265625
274890,-0.0074462890625,-0.0147705078125,0.9998779296875,1.8310546875,2.0751953125,2.8076171875
274898,-0.009033203125,-0.01611328125,0.9974365234375,1.708984375,2.197265625,2.74658203125
274907,-0.0108642578125,-0.015869140625,0.9990234375,1.77001953125,2.01416015625,2.8076171875
274915,-0.0111083984375,-0.017333984375,0.999267578125,1.77001953125,1.77001953125,2.8076171875
274924,-0.0113525390625,-0.016357421875,1.00048828125,2.01416015625,1.953125,2.99072265625
274932,-0.0107421875,-0.01611328125,0.99853515625,1.953125,2.0751953125,2.9296875
274940,-0.0113525390625,-0.0159912109375,0.9986572265625,2.01416015625,2.13623046875,2.99072265625
274949,-0.0084228515625,-0.01611328125,0.9967041015625,2.0751953125,2.197265625,2.86865234375
274958,-0.0101318359375,-0.016357421875,1.0001220703125,1.953125,2.197265625,2.685546875
274966,-0.0091552734375,-0.0159912109375,0.99951171875,2.01416015625,2.01416015625,2.74658203125
274975,-0.0108642578125,-0.014892578125,0.9952392578125,1.953125,2.0751953125,2.99072265625
274983,-0.013916015625,-0.0140380859375,1.0001220703125,2.01416015625,2.01416015625,2.86865234375
274992,-0.0128173828125,-0.0152587890625,1.0006103515625,2.01416015625,2.13623046875,2.9296875
275002,-0.01025390625,-0.0146484375,1.0001220703125,1.953125,2.3193359375,2.99072265625
275009,-0.010498046875,-0.01416015625,0.9996337890625,1.953125,2.3193359375,2.9296875
275018,-0.0098876953125,-0.0155029296875,0.9967041015625,2.13623046875,2.25830078125,2.99072265625
275026,-0.0091552734375,-0.0159912109375,0.9984130859375,2.0751953125,2.197265625,2.86865234375
275035,-0.010009765625,-0.0147705078125,1.000732421875,2.0751953125,2.25830078125,2.8076171875
275043,-0.00927734375,-0.0150146484375,1.0020751953125,2.01416015625,2.197265625,2.74658203125
275052,-0.009521484375,-0.014892578125,0.9967041015625,2.0751953125,2.3193359375,2.74658203125
275060,-0.01123046875,-0.01513671875,0.9954833984375,2.01416015625,2.197265625,2.9296875
275069,-0.012451171875,-0.01708984375,0.99658203125,2.01416015625,2.13623046875,2.9296875
275077,-0.010009765625,-0.017333984375,0.9986572265625,1.953125,2.3193359375,3.0517578125
275086,-0.0101318359375,-0.0166015625,0.9996337890625,1.953125,2.38037109375,3.0517578125
275094,-0.01171875,-0.0152587890625,1.00146484375,2.01416015625,2.38037109375,2.86865234375
275103,-0.0120849609375,-0.0162353515625,0.9976806640625,2.13623046875,2.38037109375,3.0517578125
275112,-0.01220703125,-0.01513671875,0.992919921875,2.13623046875,2.13623046875,2.86865234375
275120,-0.013427734375,-0.013916015625,1.0006103515625,1.89208984375,2.01416015625,2.74658203125
275130,-0.009033203125,-0.0177001953125,1.0010986328125,2.01416015625,2.3193359375,2.8076171875
275137,-0.0064697265625,-0.017333984375,0.997802734375,2.01416015625,2.3193359375,2.86865234375
275146,-0.0081787109375,-0.0164794921875,0.9954833984375,2.0751953125,1.953125,2.86865234375
275154,-0.008056640625,-0.0150146484375,0.99755859375,1.89208984375,2.01416015625,2.99072265625
275163,-0.0050048828125,-0.015380859375,1.0003662109375,1.8310546875,2.38037109375,2.9296875
275171,-0.007568359375,-0.0142822265625,0.9974365234375,2.13623046875,2.3193359375,2.8076171875
275180,-0.0128173828125,-0.0123291015625,1.000244140625,1.89208984375,1.708984375,2.8076171875
275189,-0.0107421875,-0.015869140625,0.9986572265625,2.13623046875,1.953125,2.8076171875
275197,-0.01025390625,-0.0150146484375,1.0003662109375,2.13623046875,2.197265625,2.9296875
275206,-0.012451171875,-0.0172119140625,0.9976806640625,2.25830078125,1.953125,2.86865234375
275214,-0.0069580078125,-0.01708984375,0.99267578125,2.0751953125,2.01416015625,2.9296875
275222,-0.0089111328125,-0.010498046875,1.002685546875,2.0751953125,2.50244140625,2.86865234375
275231,-0.00927734375,-0.0185546875,0.9896240234375,2.01416015625,2.13623046875,2.9296875
275240,-0.01513671875,-0.0152587890625,0.994384765625,1.89208984375,1.77001953125,2.86865234375
275248,-0.0130615234375,-0.014892578125,1.0006103515625,2.13623046875,2.197265625,2.74658203125
275258,-0.00537109375,-0.021484375,0.981689453125,2.197265625,2.25830078125,2.86865234375
275265,-0.015625,-0.0140380859375,1.0020751953125,1.953125,1.708984375,2.9296875
275274,-0.010986328125,-0.01953125,1.006591796875,2.13623046875,2.13623046875,2.86865234375
275282,-0.0023193359375,-0.0198974609375,0.99951171875,2.13623046875,2.62451171875,2.8076171875
275291,-0.0052490234375,-0.0186767578125,0.9840087890625,1.953125,1.953125,2.8076171875
275299,-0.0147705078125,-0.0126953125,0.994873046875,1.77001953125,1.5869140625,2.86865234375
275308,-0.0081787109375,-0.014892578125,1.0087890625,2.01416015625,2.38037109375,2.86865234375
275317,-0.0037841796875,-0.016845703125,1.0018310546875,1.953125,2.44140625,2.8076171875
275325,-0.01513671875,-0.010009765625,0.9970703125,1.89208984375,1.708984375,2.99072265625
275334,-0.0140380859375,-0.0133056640625,0.9892578125,2.0751953125,1.77001953125,2.86865234375
275342,-0.0064697265625,-0.015625,1.0020751953125,2.3193359375,2.44140625,2.8076171875
275351,-0.00634765625,-0.015380859375,1.007568359375,1.89208984375,2.38037109375,2.86865234375
275359,-0.009521484375,-0.0145263671875,0.9981689453125,1.953125,1.953125,2.86865234375
275368,-0.0087890625,-0.016845703125,0.9910888671875,2.197265625,2.197265625,2.9296875
275376,-0.0078125,-0.0164794921875,0.9837646484375,2.25830078125,2.13623046875,3.0517578125
275386,-0.0140380859375,-0.0103759765625,1.0093994140625,2.01416015625,2.0751953125,2.99072265625
275393,-0.0162353515625,-0.0137939453125,1.02099609375,2.197265625,2.44140625,2.8076171875
275402,-0.0145263671875,-0.0201416015625,1.0009765625,2.25830078125,2.50244140625,2.86865234375
275411,-0.012939453125,-0.022705078125,0.9515380859375,2.0751953125,1.953125,2.86865234375
275419,-0.0211181640625,-0.0155029296875,1.000732421875,1.89208984375,1.5869140625,2.86865234375
275428,-0.00244140625,-0.0245361328125,1.0240478515625,2.197265625,2.9296875,2.9296875
275436,0.004150390625,-0.022705078125,1.004150390625,2.13623046875,2.99072265625,2.9296875
275445,-0.00634765625,-0.0125732421875,0.972900390625,1.77001953125,1.5869140625,2.9296875
275453,-0.01806640625,-0.0135498046875,0.9649658203125,1.89208984375,1.3427734375,2.8076171875
275462,-0.010986328125,-0.0208740234375,1.0108642578125,1.708984375,2.44140625,2.9296875
275470,-0.0120849609375,-0.01611328125,1.050048828125,1.64794921875,2.685546875,2.8076171875
275479,-0.005859375,-0.018310546875,0.999755859375,2.0751953125,2.197265625,2.8076171875
275487,-0.0078125,-0.011962890625,0.96533203125,1.89208984375,1.708984375,2.74658203125
275496,-0.010986328125,-0.0086669921875,0.9879150390625,1.953125,1.8310546875,2.86865234375
275505,-0.00390625,-0.012939453125,1.0115966796875,1.953125,2.5634765625,2.9296875
275514,-0.0010986328125,-0.0123291015625,1.0057373046875,2.01416015625,2.62451171875,2.86865234375
275522,-0.013671875,-0.010498046875,0.997314453125,1.953125,1.64794921875,2.74658203125
275530,-0.01708984375,-0.0115966796875,0.9813232421875,2.13623046875,1.52587890625,2.74658203125
275539,-0.010498046875,-0.01513671875,0.9991455078125,2.13623046875,2.38037109375,2.86865234375
275547,-0.007568359375,-0.0166015625,1.0223388671875,1.953125,2.5634765625,2.9296875
275556,-0.0040283203125,-0.0198974609375,1.00048828125,1.953125,2.3193359375,2.9296875
275564,-0.0052490234375,-0.0191650390625,0.9766845703125,2.01416015625,2.0751953125,2.86865234375
275573,-0.0081787109375,-0.0191650390625,0.9849853515625,2.01416015625,2.197265625,2.86865234375
275581,-0.0087890625,-0.0152587890625,0.99853515625,2.0751953125,2.44140625,2.99072265625
275590,-0.0098876953125,-0.017333984375,1.001708984375,1.953125,2.3193359375,2.99072265625
275599,-0.0133056640625,-0.017822265625,0.997314453125,1.89208984375,2.0751953125,2.86865234375
275607,-0.0196533203125,-0.0167236328125,0.9947509765625,1.89208984375,1.77001953125,2.8076171875
275615,-0.0186767578125,-0.01806640625,0.9993896484375,1.89208984375,2.13623046875,2.86865234375
275626,-0.0111083984375,-0.0185546875,1.0086669921875,2.01416015625,2.5634765625,3.0517578125
275633,-0.0048828125,-0.018798828125,1.000732421875,1.89208984375,2.44140625,3.0517578125
275642,-0.0057373046875,-0.0177001953125,0.995361328125,2.01416015625,1.953125,2.74658203125
275650,-0.0045166015625,-0.0159912109375,0.989990234375,1.953125,1.89208984375,2.8076171875
275658,-0.004150390625,-0.013671875,0.9923095703125,1.89208984375,2.0751953125,2.99072265625
275667,-0.0057373046875,-0.0155029296875,1.0010986328125,2.13623046875,2.25830078125,2.99072265625
275675,-0.007568359375,-0.015380859375,1.0040283203125,2.0751953125,2.13623046875,2.8076171875
275684,-0.010009765625,-0.0142822265625,0.995849609375,2.01416015625,1.89208984375,2.9296875
275692,-0.0123291015625,-0.0130615234375,0.9923095703125,1.8310546875,1.89208984375,2.86865234375
275701,-0.01171875,-0.0135498046875,0.9993896484375,1.953125,2.13623046875,2.8076171875
275709,-0.008056640625,-0.013671875,1.0074462890625,1.953125,2.44140625,2.86865234375
275718,-0.0074462890625,-0.0172119140625,1.0006103515625,2.13623046875,2.44140625,2.86865234375
275727,-0.010498046875,-0.015869140625,0.992919921875,1.953125,2.25830078125,2.9296875
275735,-0.0126953125,-0.01318359375,0.98876953125,1.953125,2.0751953125,2.99072265625
275744,-0.01220703125,-0.0169677734375,0.9991455078125,2.25830078125,2.197265625,2.9296875
275754,-0.0069580078125,-0.0185546875,1.0020751953125,2.25830078125,2.3193359375,2.9296875
275761,-0.0096435546875,-0.01953125,0.997802734375,2.0751953125,2.197265625,2.8076171875
275770,-0.0120849609375,-0.0205078125,0.9898681640625,2.197265625,1.953125,2.99072265625
275778,-0.009765625,-0.0201416015625,0.9952392578125,1.953125,2.0751953125,2.86865234375
275787,-0.0081787109375,-0.0198974609375,1.0028076171875,1.89208984375,2.13623046875,2.99072265625
275795,-0.0084228515625,-0.0185546875,1.000244140625,1.89208984375,2.01416015625,2.9296875
275804,-0.0113525390625,-0.01611328125,0.995849609375,1.89208984375,1.8310546875,2.86865234375
275812,-0.013916015625,-0.0130615234375,0.9925537109375,1.8310546875,1.8310546875,2.8076171875
275821,-0.0133056640625,-0.0147705078125,0.9996337890625,1.953125,2.197265625,2.9296875
275829,-0.0084228515625,-0.0146484375,1.0020751953125,2.01416015625,2.38037109375,2.9296875
275838,-0.0079345703125,-0.0157470703125,1.0006103515625,1.953125,2.3193359375,2.9296875
275846,-0.00732421875,-0.0166015625,0.9940185546875,2.13623046875,2.0751953125,2.9296875
275855,-0.00634765625,-0.015625,0.99267578125,2.13623046875,2.25830078125,2.86865234375
275863,-0.006591796875,-0.0142822265625,1.0008544921875,1.89208984375,2.01416015625,2.99072265625
275872,-0.00634765625,-0.0157470703125,1.00048828125,1.8310546875,2.13623046875,2.86865234375
275882,-0.0064697265625,-0.0155029296875,0.9969482421875,1.89208984375,2.197265625,2.9296875
275889,-0.0101318359375,-0.0140380859375,0.9969482421875,1.89208984375,2.13623046875,2.8076171875
275898,-0.010986328125,-0.015380859375,0.9993896484375,2.01416015625,1.953125,2.74658203125
275906,-0.0089111328125,-0.016357421875,0.9993896484375,2.0751953125,2.197265625,2.685546875
275915,-0.0089111328125,-0.0162353515625,1.00048828125,1.953125,2.44140625,2.86865234375
275923,-0.01171875,-0.016357421875,1.0,2.13623046875,2.01416015625,2.8076171875
275932,-0.01220703125,-0.0164794921875,0.99560546875,1.953125,2.197265625,2.8076171875
275940,-0.01123046875,-0.017822265625,0.9998779296875,2.01416015625,2.38037109375,2.8076171875
275949,-0.0107421875,-0.0181884765625,0.9993896484375,2.01416015625,2.25830078125,2.9296875
275957,-0.0098876953125,-0.0179443359375,0.9984130859375,2.197265625,2.13623046875,2.86865234375
275966,-0.0096435546875,-0.0174560546875,0.99951171875,2.0751953125,2.13623046875,2.86865234375
275975,-0.0093994140625,-0.0174560546875,0.9976806640625,2.01416015625,2.0751953125,2.685546875
275983,-0.0103759765625,-0.0164794921875,1.000244140625,1.953125,2.01416015625,2.74658203125
275992,-0.010498046875,-0.017578125,1.0076904296875,2.0751953125,2.13623046875,2.74658203125
276000,-0.004150390625,-0.019775390625,0.9921875,2.0751953125,2.25830078125,2.9296875
276010,-0.009521484375,-0.0130615234375,0.9952392578125,1.89208984375,2.01416015625,2.74658203125
276017,-0.0074462890625,-0.0152587890625,0.998046875,2.01416015625,2.13623046875,2.9296875
276026,-0.0067138671875,-0.013427734375,0.9970703125,2.01416015625,2.44140625,2.8076171875
276034,-0.006591796875,-0.011474609375,0.98779296875,1.953125,2.13623046875,2.86865234375
276043,-0.0130615234375,-0.011474609375,0.996826171875,2.01416015625,2.0751953125,2.99072265625
276052,-0.0101318359375,-0.015869140625,0.9974365234375,2.01416015625,2.197265625,2.74658203125
276060,-0.0111083984375,-0.01806640625,1.001220703125,2.0751953125,2.25830078125,2.86865234375
276068,-0.0111083984375,-0.0196533203125,1.0062255859375,1.8310546875,2.25830078125,3.0517578125
276077,-0.0106201171875,-0.0213623046875,1.0025634765625,1.8310546875,2.197265625,2.99072265625
276085,-0.0089111328125,-0.019775390625,0.9976806640625,1.89208984375,2.0751953125,2.86865234375
276094,-0.0106201171875,-0.017578125,0.996337890625,1.953125,2.0751953125,2.8076171875
276103,-0.009033203125,-0.0155029296875,0.9959716796875,1.953125,2.197265625,2.86865234375
276111,-0.008056640625,-0.015380859375,0.993896484375,1.8310546875,2.13623046875,2.86865234375
276120,-0.0103759765625,-0.0145263671875,0.9979248046875,1.8310546875,2.13623046875,2.74658203125
276129,-0.011474609375,-0.0157470703125,0.9962158203125,1.8310546875,2.01416015625,2.86865234375
276138,-0.0113525390625,-0.01708984375,0.998779296875,2.01416015625,2.13623046875,2.8076171875
276145,-0.0091552734375,-0.0181884765625,1.0010986328125,1.89208984375,2.0751953125,2.86865234375
276154,-0.0091552734375,-0.0167236328125,1.001708984375,2.01416015625,2.13623046875,2.86865234375
276162,-0.008544921875,-0.0177001953125,0.9989013671875,2.01416015625,2.01416015625,2.8076171875
276171,-0.008056640625,-0.0145263671875,0.99462890625,1.8310546875,2.0751953125,2.86865234375
276179,-0.0084228515625,-0.0145263671875,0.993896484375,2.0751953125,2.25830078125,2.99072265625
276188,-0.0074462890625,-0.0140380859375,0.9957275390625,2.25830078125,2.25830078125,2.99072265625
276197,-0.0078125,-0.013671875,0.9986572265625,1.89208984375,2.0751953125,2.86865234375
276205,-0.0089111328125,-0.01318359375,0.9984130859375,2.01416015625,2.0751953125,2.8076171875
276214,-0.0106201171875,-0.0155029296875,0.9979248046875,1.8310546875,2.197265625,2.9296875
276222,-0.0108642578125,-0.0166015625,1.00048828125,2.01416015625,2.38037109375,2.99072265625
276231,-0.0087890625,-0.0181884765625,1.001953125,1.953125,2.25830078125,2.86865234375
276239,-0.0089111328125,-0.018798828125,1.0003662109375,2.01416015625,2.25830078125,2.9296875
276248,-0.0096435546875,-0.018310546875,0.996337890625,2.01416015625,2.197265625,2.99072265625
276256,-0.0093994140625,-0.0172119140625,0.9959716796875,1.953125,2.0751953125,2.86865234375
276266,-0.010498046875,-0.0169677734375,0.9989013671875,2.01416015625,2.197265625,2.74658203125
276273,-0.0107421875,-0.015625,0.99755859375,2.01416015625,2.38037109375,2.9296875
276282,-0.0115966796875,-0.016357421875,0.9969482421875,2.0751953125,2.25830078125,2.86865234375
276290,-0.01171875,-0.017578125,0.9989013671875,2.13623046875,2.197265625,2.86865234375
276299,-0.010986328125,-0.0177001953125,1.0003662109375,2.0751953125,2.25830078125,2.9296875
276308,-0.0091552734375,-0.0169677734375,1.0008544921875,2.13623046875,2.3193359375,2.86865234375
276316,-0.0087890625,-0.0166015625,1.00048828125,2.13623046875,2.3193359375,2.9296875
276325,-0.0087890625,-0.015625,0.9967041015625,2.01416015625,2.25830078125,2.8076171875
276333,-0.009521484375,-0.014404296875,0.9949951171875,2.0751953125,2.25830078125,2.99072265625
276342,-0.008056640625,-0.013916015625,0.9976806640625,2.01416015625,2.25830078125,2.86865234375
276351,-0.0081787109375,-0.0147705078125,0.999267578125,2.01416015625,2.3193359375,2.8076171875
276359,-0.0084228515625,-0.0147705078125,0.998046875,2.0751953125,2.3193359375,2.99072265625
276368,-0.00927734375,-0.0147705078125,0.997802734375,2.0751953125,2.3193359375,3.0517578125
276376,-0.0103759765625,-0.01611328125,0.997802734375,2.01416015625,2.25830078125,3.11279296875
276385,-0.0101318359375,-0.01611328125,1.00048828125,2.0751953125,2.25830078125,2.9296875
276394,-0.00927734375,-0.0166015625,1.000244140625,1.953125,2.3193359375,2.9296875
276402,-0.009521484375,-0.0167236328125,0.9984130859375,2.01416015625,2.197265625,2.99072265625
276410,-0.0103759765625,-0.0167236328125,0.99560546875,2.01416015625,2.13623046875,2.9296875
276419,-0.00830078125,-0.0167236328125,0.997314453125,1.8310546875,2.0751953125,2.86865234375
276427,-0.009765625,-0.01708984375,0.9991455078125,1.953125,2.197265625,2.685546875
276436,-0.0098876953125,-0.0174560546875,0.9991455078125,1.953125,2.0751953125,2.74658203125
