t_ms,ax,ay,az,gx,gy,gz
7628890,-0.0181884765625,-0.011474609375,1.0029296875,1.89208984375,2.25830078125,3.11279296875
7628899,-0.0128173828125,-0.0120849609375,1.0003662109375,1.89208984375,2.13623046875,3.173828125
7628907,-0.0089111328125,-0.0074462890625,0.9931640625,1.708984375,2.0751953125,2.86865234375
7628916,-0.0076904296875,-0.01611328125,1.0072021484375,2.0751953125,1.953125,3.11279296875
7628925,-0.0137939453125,-0.0106201171875,0.995849609375,1.89208984375,1.8310546875,3.11279296875
7628933,-0.010986328125,-0.0086669921875,0.998046875,1.77001953125,2.25830078125,3.11279296875
7628941,-0.01806640625,-0.005126953125,1.006103515625,2.01416015625,2.0751953125,3.173828125
7628950,-0.0252685546875,-0.0048828125,1.00048828125,1.953125,2.0751953125,3.0517578125
7628958,-0.0262451171875,-0.00634765625,0.996826171875,1.8310546875,2.197265625,2.99072265625
7628967,-0.0296630859375,-0.0115966796875,1.000244140625,1.89208984375,1.953125,3.173828125
7628976,-0.0233154296875,-0.015380859375,0.9970703125,2.01416015625,2.13623046875,3.173828125
7628984,-0.0245361328125,-0.0184326171875,0.993896484375,2.0751953125,2.13623046875,3.11279296875
7628993,-0.01953125,-0.0162353515625,0.9967041015625,1.89208984375,2.197265625,3.173828125
7629001,-0.0208740234375,-0.0157470703125,1.00048828125,1.953125,2.197265625,3.11279296875
7629010,-0.020263671875,-0.009033203125,0.9908447265625,1.708984375,2.197265625,3.11279296875
7629018,-0.0162353515625,-0.007568359375,1.0013427734375,1.89208984375,2.3193359375,2.99072265625
7629027,-0.014404296875,-0.005859375,1.000732421875,2.0751953125,2.13623046875,3.173828125
7629035,-0.010009765625,-0.00341796875,0.9989013671875,1.77001953125,2.25830078125,3.11279296875
7629044,-0.011962890625,-0.0115966796875,1.0029296875,2.197265625,2.197265625,3.0517578125
7629053,-0.011962890625,-0.008544921875,0.99365234375,1.953125,2.0751953125,2.99072265625
7629061,-0.0123291015625,-0.0162353515625,0.9991455078125,2.0751953125,2.13623046875,3.173828125
7629070,-0.01416015625,-0.012451171875,0.9998779296875,1.953125,2.25830078125,3.11279296875
7629078,-0.01806640625,-0.011962890625,1.0006103515625,2.01416015625,2.197265625,3.173828125
7629087,-0.02099609375,-0.0072021484375,0.9981689453125,2.13623046875,2.01416015625,3.11279296875
7629095,-0.02587890625,-0.0045166015625,1.001708984375,2.0751953125,2.13623046875,2.99072265625
7629104,-0.02734375,-0.01171875,1.0006103515625,2.0751953125,2.25830078125,3.11279296875
7629112,-0.026123046875,-0.01123046875,0.9908447265625,2.01416015625,2.13623046875,3.11279296875
7629121,-0.0218505859375,-0.0166015625,0.998779296875,2.01416015625,2.13623046875,3.23486328125
7629130,-0.0185546875,-0.015625,0.9970703125,2.01416015625,1.953125,3.173828125
7629138,-0.0177001953125,-0.0126953125,0.996826171875,1.953125,2.197265625,3.11279296875
7629147,-0.017822265625,-0.0111083984375,0.9993896484375,1.953125,2.25830078125,3.11279296875
7629155,-0.0157470703125,-0.0076904296875,1.0010986328125,1.8310546875,2.197265625,3.11279296875
7629165,-0.0181884765625,-0.0103759765625,0.9998779296875,1.8310546875,2.13623046875,3.173828125
7629172,-0.017333984375,-0.008056640625,0.9969482421875,1.77001953125,2.13623046875,3.173828125
7629181,-0.0162353515625,-0.01171875,1.0001220703125,1.89208984375,2.0751953125,3.23486328125
7629190,-0.0147705078125,-0.0101318359375,1.0,1.77001953125,2.13623046875,3.0517578125
7629198,-0.015869140625,-0.012939453125,1.000244140625,1.77001953125,2.197265625,3.23486328125
7629207,-0.016357421875,-0.01171875,0.998779296875,1.8310546875,2.01416015625,3.23486328125
7629215,-0.020263671875,-0.010009765625,1.000244140625,1.953125,2.01416015625,3.11279296875
7629224,-0.0224609375,-0.007568359375,1.0003662109375,2.01416015625,2.01416015625,3.11279296875
7629232,-0.0238037109375,-0.006591796875,1.0001220703125,2.01416015625,2.0751953125,3.11279296875
7629241,-0.021728515625,-0.0074462890625,1.000732421875,1.8310546875,2.197265625,3.11279296875
7629249,-0.021728515625,-0.010986328125,1.00048828125,1.77001953125,2.13623046875,3.173828125
7629258,-0.01904296875,-0.012939453125,0.9976806640625,1.8310546875,2.01416015625,3.0517578125
7629266,-0.017822265625,-0.015625,0.997314453125,2.0751953125,2.13623046875,3.0517578125
7629275,-0.0162353515625,-0.0147705078125,0.998046875,2.01416015625,2.01416015625,3.11279296875
7629283,-0.0159912109375,-0.012939453125,0.998779296875,1.8310546875,2.0751953125,3.0517578125
7629293,-0.0172119140625,-0.0086669921875,1.0,1.89208984375,2.197265625,2.99072265625
